ID,DESCRIPTION.XML_LANG,DESCRIPTION
12G___EUR,en,"Monetary, Monetary Authorities, Claims on Nonbank Financial Institutions (Non-Standardized Presentation), Euros"
12BX__XDC,en,"Monetary, Monetary Authorities, Claims on Official Entities (Non-Standardized Presentation), Domestic Currency"
12F___XDC,en,"Monetary, Monetary Authorities, Claims on Other Banking Institutions (Non-Standardized Presentation), Domestic Currency"
12E___USD,en,"Monetary, Monetary Authorities, Claims on Other Depository Corporations (Non-Standardized Presentation), US Dollars"
12G___USD,en,"Monetary, Monetary Authorities, Claims on Other Financial Corporations (Non-Standardized Presentation), US Dollars"
12D___XDC,en,"Monetary, Monetary Authorities, Claims on Private Sector (Non-Standardized Presentation), Domestic Currency"
12D___EUR,en,"Monetary, Monetary Authorities, Claims on Private Sector (Non-Standardized Presentation), Euros"
12D___USD,en,"Monetary, Monetary Authorities, Claims on Private Sector (Non-Standardized Presentation), US Dollars"
12C___USD,en,"Monetary, Monetary Authorities, Claims on Public Non-financial Corporations (Non-Standardized Presentation), US Dollars"
12CG__XDC,en,"Monetary, Monetary Authorities, Claims on Public Non-financial Corporations, Claims on Nonbank Public Financial Institutions (Non-Standardized Presentation), Domestic Currency"
12C___XDC,en,"Monetary, Monetary Authorities, Claims on Public Nonfinancial Corporations (Non-Standardized Presentation), Domestic Currency"
12B___XDC,en,"Monetary, Monetary Authorities, Claims on State and Local Government (Non-Standardized Presentation), Domestic Currency"
12B___EUR,en,"Monetary, Monetary Authorities, Claims on State and Local Government (Non-Standardized Presentation), Euros"
12B___USD,en,"Monetary, Monetary Authorities, Claims on State and Local Government or Official Entities (Non-Standardized Presentation), US Dollars"
16E___XDC,en,"Monetary, Monetary Authorities, Counterpart Funds (Non-Standardized Presentation), Domestic Currency"
14D___EUR,en,"Monetary, Monetary Authorities, Demand Deposits (Non-Standardized Presentation), Euros"
14E___XDC,en,"Monetary, Monetary Authorities, Deposits of Nonfinancial Public Enterprises (Non-Standardized Presentation), Domestic Currency"
11____XDC,en,"Monetary, Monetary Authorities, Foreign Assets (Non-Standardized Presentation), Domestic Currency"
11____EUR,en,"Monetary, Monetary Authorities, Foreign Assets (Non-Standardized Presentation), Euros"
11____USD,en,"Monetary, Monetary Authorities, Foreign Assets (Non-Standardized Presentation), US Dollars"
16C___XDC,en,"Monetary, Monetary Authorities, Foreign Liabilities (Non-Standardized Presentation), Domestic Currency"
16C___EUR,en,"Monetary, Monetary Authorities, Foreign Liabilities (Non-Standardized Presentation), Euros"
16C___USD,en,"Monetary, Monetary Authorities, Foreign Liabilities (Non-Standardized Presentation), US Dollars"
16CL__XDC,en,"Monetary, Monetary Authorities, Foreign Liabilities, Long-Term Foreign Liabilities (Non-Standardized Presentation), Domestic Currency"
16J___XDC,en,"Monetary, Monetary Authorities, Liabilities to Other Financial Corporations (Non-Standardized Presentation), Domestic Currency"
16J___USD,en,"Monetary, Monetary Authorities, Liabilities to Other Financial Corporations (Non-Standardized Presentation), US Dollars"
17RV__XDC,en,"Monetary, Monetary Authorities, Other Items (Net), Valuation Adjustment (Non-Standardized Presentation), Domestic Currency"
17R___XDC,en,"Monetary, Monetary Authorities, Other Items, Net (Non-Standardized Presentation), Domestic Currency"
17R___EUR,en,"Monetary, Monetary Authorities, Other Items, Net (Non-Standardized Presentation), Euros"
17R___USD,en,"Monetary, Monetary Authorities, Other Items, Net (Non-Standardized Presentation), US Dollars"
14N___XDC,en,"Monetary, Monetary Authorities, Other Liabilities to Banking Institutions (Non-Standardized Presentation), Domestic Currency"
14____XDC,en,"Monetary, Monetary Authorities, Reserve Money (Non-Standardized Presentation), Domestic Currency"
14____USD,en,"Monetary, Monetary Authorities, Reserve Money (Non-Standardized Presentation), US Dollars"
14C___XDC,en,"Monetary, Monetary Authorities, Reserve Money, Bankers Deposits (Non-Standardized Presentation), Domestic Currency"
14C___USD,en,"Monetary, Monetary Authorities, Reserve Money, Bankers Deposits (Non-Standardized Presentation), US Dollars"
14CF__XDC,en,"Monetary, Monetary Authorities, Reserve Money, Bankers Deposits, Foreign Currency Deposits (Non-Standardized Presentation), Domestic Currency"
14A___XDC,en,"Monetary, Monetary Authorities, Reserve Money, of which: Currency Outside Banking Institutions (Non-Standardized Presentation), Domestic Currency"
14A___USD,en,"Monetary, Monetary Authorities, Reserve Money, of which: Currency Outside Other Depository Corporations (Non-Standardized Presentation), US Dollars"
14N___USD,en,"Monetary, Monetary Authorities, Reserve Money, Other Liabilities to Other Depository Corporations (Non-Standardized Presentation), US Dollars"
14D___XDC,en,"Monetary, Monetary Authorities, Reserve Money, Private Sector Deposits (Non-Standardized Presentation), Domestic Currency"
14D___USD,en,"Monetary, Monetary Authorities, Reserve Money, Private Sector Deposits (Non-Standardized Presentation), US Dollars"
16B___XDC,en,"Monetary, Monetary Authorities, Restricted Deposits (Non-Standardized Presentation), Domestic Currency"
16B___EUR,en,"Monetary, Monetary Authorities, Restricted Deposits (Non-Standardized Presentation), Euros"
16B___USD,en,"Monetary, Monetary Authorities, Restricted Deposits (Non-Standardized Presentation), US Dollars"
16AC__XDC,en,"Monetary, Monetary Authorities, Securities (Non-Standardized Presentation), Domestic Currency"
16AB__XDC,en,"Monetary, Monetary Authorities, Securities Other than Shares, Bonds (Non-Standardized Presentation), Domestic Currency"
16AC__USD,en,"Monetary, Monetary Authorities, Securities Other Than Shares, Liabilities of Central Bank: Securities (Non-Standardized Presentation), US Dollars"
15____XDC,en,"Monetary, Monetary Authorities, Time, Savings, and Foreign Currency Deposits (Non-Standardized Presentation), Domestic Currency"
15____EUR,en,"Monetary, Monetary Authorities, Time, Savings, and Foreign Currency Deposits (Non-Standardized Presentation), Euros"
15____USD,en,"Monetary, Monetary Authorities, Time, Savings, and Foreign Currency Deposits (Non-Standardized Presentation), US Dollars"
10RA__XDC,en,"Monetary, Monetary Authorities/Central Bank, Total Assets (Non-Standardized Presentation), Domestic Currency"
36N___XDC,en,"Monetary, Monetary Survey, Bonds (Debt Securities) (Non-Standardized Presentation), Domestic Currency"
36N___EUR,en,"Monetary, Monetary Survey, Bonds (Non-Standardized Presentation), Euros"
37A___XDC,en,"Monetary, Monetary Survey, Capital Accounts (Non-Standardized Presentation), Domestic Currency"
37A___EUR,en,"Monetary, Monetary Survey, Capital Accounts (Non-Standardized Presentation), Euros"
37A___USD,en,"Monetary, Monetary Survey, Capital Accounts (Non-Standardized Presentation), US Dollars"
37AR__XDC,en,"Monetary, Monetary Survey, Capital Accounts, Revaluation Accounts (Non-Standardized Presentation), Domestic Currency"
36F___XDC,en,"Monetary, Monetary Survey, Central Government Lending Funds (Non-Standardized Presentation), Domestic Currency"
36DG__XDC,en,"Monetary, Monetary Survey, Central or General Government Deposits, Liabilities to Nonbank Public Financial Institutions (Non-Standardized Presentation), Domestic Currency"
32AN__XDC,en,"Monetary, Monetary Survey, Claims on Central Government, Net (Non-Standardized Presentation), Domestic Currency"
32AN__EUR,en,"Monetary, Monetary Survey, Claims on Central Government, Net (Non-Standardized Presentation), Euros"
32AN__USD,en,"Monetary, Monetary Survey, Claims on Central Government, Net (Non-Standardized Presentation), US Dollars"
32G___XDC,en,"Monetary, Monetary Survey, Claims on Nonbank Financial Institutions (Non-Standardized Presentation), Domestic Currency"
32G___EUR,en,"Monetary, Monetary Survey, Claims on Nonbank Financial Institutions (Non-Standardized Presentation), Euros"
32C___XDC,en,"Monetary, Monetary Survey, Claims on Nonfinancial Public Corporations (Non-Standardized Presentation), Domestic Currency"
32C___USD,en,"Monetary, Monetary Survey, Claims on Nonfinancial Public Corporations (Non-Standardized Presentation), US Dollars"
32BX__XDC,en,"Monetary, Monetary Survey, Claims on Official Entities (Non-Standardized Presentation), Domestic Currency"
32F___XDC,en,"Monetary, Monetary Survey, Claims on Other Banking Institutions (Non-Standardized Presentation), Domestic Currency"
32D___XDC,en,"Monetary, Monetary Survey, Claims on Private Sector (Non-Standardized Presentation), Domestic Currency"
32D___EUR,en,"Monetary, Monetary Survey, Claims on Private Sector (Non-Standardized Presentation), Euros"
32D___USD,en,"Monetary, Monetary Survey, Claims on Private Sector (Non-Standardized Presentation), US Dollars"
32B___XDC,en,"Monetary, Monetary Survey, Claims on State and Local Governments (Non-Standardized Presentation), Domestic Currency"
32B___EUR,en,"Monetary, Monetary Survey, Claims on State and Local Governments (Non-Standardized Presentation), Euros"
32B___USD,en,"Monetary, Monetary Survey, Claims on State and Local Governments (Non-Standardized Presentation), US Dollars"
36E___XDC,en,"Monetary, Monetary Survey, Counterpart Funds (Non-Standardized Presentation), Domestic Currency"
32AB__XDC,en,"Monetary, Monetary Survey, Domestic Claims, Claims on Central or General Government, Claims on State Government (Non-Standardized Presentation), Domestic Currency"
32G___USD,en,"Monetary, Monetary Survey, Domestic Claims, Claims on Other Financial Corporations (Non-Standardized Presentation), US Dollars"
32C___EUR,en,"Monetary, Monetary Survey, Domestic Claims, Claims on Public Non-financial Corporations (Non-Standardized Presentation), Euros"
32CB__XDC,en,"Monetary, Monetary Survey, Domestic Claims, Claims on Public Non-financial Corporations, Claims on Cooperatives (Non-Standardized Presentation), Domestic Currency"
32CG__XDC,en,"Monetary, Monetary Survey, Domestic Claims, Claims on Public Non-financial Corporations, Claims on Nonbank Public Financial Institutions (Non-Standardized Presentation), Domestic Currency"
32CA__XDC,en,"Monetary, Monetary Survey, Domestic Claims, Claims on Public Non-financial Corporations, Claims on Public Corporations (Non-Standardized Presentation), Domestic Currency"
32____XDC,en,"Monetary, Monetary Survey, Domestic Credit (Non-Standardized Presentation), Domestic Currency"
32____EUR,en,"Monetary, Monetary Survey, Domestic Credit (Non-Standardized Presentation), Euros"
32____USD,en,"Monetary, Monetary Survey, Domestic Credit (Non-Standardized Presentation), US Dollars"
31N___XDC,en,"Monetary, Monetary Survey, Foreign Assets, Net (Non-Standardized Presentation), Domestic Currency"
31N___EUR,en,"Monetary, Monetary Survey, Foreign Assets, Net (Non-Standardized Presentation), Euros"
31N___USD,en,"Monetary, Monetary Survey, Foreign Assets, Net (Non-Standardized Presentation), US Dollars"
36CL__XDC,en,"Monetary, Monetary Survey, Foreign Liabilities, Long-term (Non-Standardized Presentation), Domestic Currency"
36I___XDC,en,"Monetary, Monetary Survey, Liabilities to Other Banking Institutions (Non-Standardized Presentation), Domestic Currency"
36J___XDC,en,"Monetary, Monetary Survey, Liabilities to Other Financial Corporations (Non-Standardized Presentation), Domestic Currency"
36J___USD,en,"Monetary, Monetary Survey, Liabilities to Other Financial Corporations (Non-Standardized Presentation), US Dollars"
34____XDC,en,"Monetary, Monetary Survey, Money (Non-Standardized Presentation), Domestic Currency"
34____EUR,en,"Monetary, Monetary Survey, Money (Non-Standardized Presentation), Euros"
34____SA_XDC,en,"Monetary, Monetary Survey, Money (Non-Standardized Presentation), Seasonally Adjusted, Domestic Currency"
34____SA_USD,en,"Monetary, Monetary Survey, Money (Non-Standardized Presentation), Seasonally Adjusted, US Dollars"
34____USD,en,"Monetary, Monetary Survey, Money (Non-Standardized Presentation), US Dollars"
36M___XDC,en,"Monetary, Monetary Survey, Money Market Fund Shares (Non-Standardized Presentation), Domestic Currency"
35L___XDC,en,"Monetary, Monetary Survey, Money plus Quasi-Money (Non-Standardized Presentation), Domestic Currency"
35L___EUR,en,"Monetary, Monetary Survey, Money plus Quasi-Money (Non-Standardized Presentation), Euros"
35L___USD,en,"Monetary, Monetary Survey, Money plus Quasi-Money (Non-Standardized Presentation), US Dollars"
34A___XDC,en,"Monetary, Monetary Survey, Money, Currency Issued (Non-Standardized Presentation), Domestic Currency"
34B_N_XDC,en,"Monetary, Monetary Survey, Money, Demand Deposits (Non-Standardized Presentation), Domestic Currency"
37RV__XDC,en,"Monetary, Monetary Survey, Other Items (Net), Valuation Adjustment (Non-Standardized Presentation), Domestic Currency"
37R___XDC,en,"Monetary, Monetary Survey, Other Items, Net (Non-Standardized Presentation), Domestic Currency"
37R___EUR,en,"Monetary, Monetary Survey, Other Items, Net (Non-Standardized Presentation), Euros"
37R___USD,en,"Monetary, Monetary Survey, Other Items, Net (Non-Standardized Presentation), US Dollars"
36X___XDC,en,"Monetary, Monetary Survey, Other Liquid Liabilities (Non-Standardized Presentation), Domestic Currency"
35____XDC,en,"Monetary, Monetary Survey, Quasi-Money (Non-Standardized Presentation), Domestic Currency"
35____EUR,en,"Monetary, Monetary Survey, Quasi-Money (Non-Standardized Presentation), Euros"
35____USD,en,"Monetary, Monetary Survey, Quasi-Money (Non-Standardized Presentation), US Dollars"
35B___XDC,en,"Monetary, Monetary Survey, Quasi-Money, Excluding Foreign Currency Deposits (Non-Standardized Presentation), Domestic Currency"
35X___XDC,en,"Monetary, Monetary Survey, Quasi-Money, Including Foreign Currency Deposits (Non-Standardized Presentation), Domestic Currency"
35L___PC_CP_A_PT,en,"Monetary, Monetary Survey, Quasi-Money, Money plus Quasi-Money (Non-Standardized Presentation), Percentage change, corresponding period previous year, Percent"
35L___SA_XDC,en,"Monetary, Monetary Survey, Quasi-Money, Money plus Quasi-Money, Seasonally Adjusted (Non-Standardized Presentation), Domestic Currency"
35__N_XDC,en,"Monetary, Monetary Survey, Quasi-Money, Other Deposits (Non-Standardized Presentation), Domestic Currency"
36B___XDC,en,"Monetary, Monetary Survey, Restricted Deposits (Non-Standardized Presentation), Domestic Currency"
36B___EUR,en,"Monetary, Monetary Survey, Restricted Deposits (Non-Standardized Presentation), Euros"
36B___USD,en,"Monetary, Monetary Survey, Restricted Deposits (Non-Standardized Presentation), US Dollars"
36A___XDC,en,"Monetary, Monetary Survey, Securities Other than Shares (Non-Standardized Presentation), Domestic Currency"
36AB__XDC,en,"Monetary, Monetary Survey, Securities Other than Shares, Bonds (Non-Standardized Presentation), Domestic Currency"
36AC__USD,en,"Monetary, Monetary Survey, Securities Other Than Shares, Liabilities of Central Bank: Securities (Non-Standardized Presentation), US Dollars"
36AA__XDC,en,"Monetary, Monetary Survey, Securities Other than Shares, Money Market Instruments (Non-Standardized Presentation), Domestic Currency"
36AA__USD,en,"Monetary, Monetary Survey, Securities Other Than Shares, Money Market Instruments (Non-Standardized Presentation), US Dollars"
36AC__XDC,en,"Monetary, Monetary Survey, Securities Other than Shares, Securities (Non-Standardized Presentation), Domestic Currency"
47A___XDC,en,"Monetary, Nonbank Financial Institutions, Capital Accounts (Non-Standardized Presentation), Domestic Currency"
40__S_XDC,en,"Monetary, Nonbank Financial Institutions, Cash (Non-Standardized Presentation), Domestic Currency"
46D___XDC,en,"Monetary, Nonbank Financial Institutions, Central Government Deposits (Non-Standardized Presentation), Domestic Currency"
46F___XDC,en,"Monetary, Nonbank Financial Institutions, Central Government Lending Funds (Non-Standardized Presentation), Domestic Currency"
42A___XDC,en,"Monetary, Nonbank Financial Institutions, Claims on Central Government (Non-Standardized Presentation), Domestic Currency"
42AN__XDC,en,"Monetary, Nonbank Financial Institutions, Claims on Central Government, Net (Non-Standardized Presentation), Domestic Currency"
42A__V2_XDC,en,"Monetary, Nonbank Financial Institutions, Claims on Central Government, Variations (Non-Standardized Presentation), Domestic Currency"
42E___XDC,en,"Monetary, Nonbank Financial Institutions, Claims on Deposit Money Banks (Non-Standardized Presentation), Domestic Currency"
40C___XDC,en,"Monetary, Nonbank Financial Institutions, Claims on Monetary Authorities, Securities (Non-Standardized Presentation), Domestic Currency"
42BX__XDC,en,"Monetary, Nonbank Financial Institutions, Claims on Official Entities (Non-Standardized Presentation), Domestic Currency"
42D___XDC,en,"Monetary, Nonbank Financial Institutions, Claims on Private Sector (Non-Standardized Presentation), Domestic Currency"
42D__V1_XDC,en,"Monetary, Nonbank Financial Institutions, Claims on Private Sector, Variations (Non-Standardized Presentation), Domestic Currency"
42B___XDC,en,"Monetary, Nonbank Financial Institutions, Claims on State and Local Governments (Non-Standardized Presentation), Domestic Currency"
46G___XDC,en,"Monetary, Nonbank Financial Institutions, Credit from Monetary Authorities (Non-Standardized Presentation), Domestic Currency"
46H___XDC,en,"Monetary, Nonbank Financial Institutions, Credit from Other Depository Corporations (Non-Standardized Presentation), Domestic Currency"
44____XDC,en,"Monetary, Nonbank Financial Institutions, Demand Deposits (Non-Standardized Presentation), Domestic Currency"
44Y___XDC,en,"Monetary, Nonbank Financial Institutions, Demand Deposits, Variations, Official Entities Deposits (Non-Standardized Presentation), Domestic Currency"
44X___XDC,en,"Monetary, Nonbank Financial Institutions, Demand Deposits, Variations, Private Sector Deposits (Non-Standardized Presentation), Domestic Currency"
42H_S_XDC,en,"Monetary, Nonbank Financial Institutions, Fixed Assets (Non-Standardized Presentation), Domestic Currency"
41____XDC,en,"Monetary, Nonbank Financial Institutions, Foreign Assets (Non-Standardized Presentation), Domestic Currency"
41N___XDC,en,"Monetary, Nonbank Financial Institutions, Foreign Assets, Net (Non-Standardized Presentation), Domestic Currency"
41___V2_XDC,en,"Monetary, Nonbank Financial Institutions, Foreign Assets, Variations: Trust Accounts External Assets (Non-Standardized Presentation), Domestic Currency"
46C___XDC,en,"Monetary, Nonbank Financial Institutions, Foreign Liabilities (Non-Standardized Presentation), Domestic Currency"
46CL__XDC,en,"Monetary, Nonbank Financial Institutions, Foreign Liabilities, Long-term (Non-Standardized Presentation), Domestic Currency"
46C__V2_XDC,en,"Monetary, Nonbank Financial Institutions, Foreign Liabilities, Variations, Trust Accounts External Liabilities (Non-Standardized Presentation), Domestic Currency"
49Z__V1_XDC,en,"Monetary, Nonbank Financial Institutions, Increase in Total Assets within Period, Variations (Non-Standardized Presentation), Domestic Currency"
45L___XDC,en,"Monetary, Nonbank Financial Institutions, Liquid Liabilities (Non-Standardized Presentation), Domestic Currency"
47R___XDC,en,"Monetary, Nonbank Financial Institutions, Other Items, Net (Non-Standardized Presentation), Domestic Currency"
40____XDC,en,"Monetary, Nonbank Financial Institutions, Reserves (Non-Standardized Presentation), Domestic Currency"
46AB__XDC,en,"Monetary, Nonbank Financial Institutions, Securities Other Than Shares, Bonds (Non-Standardized Presentation), Domestic Currency"
46AA__XDC,en,"Monetary, Nonbank Financial Institutions, Securities Other Than Shares, Money Market Instruments (Non-Standardized Presentation), Domestic Currency"
45____XDC,en,"Monetary, Nonbank Financial Institutions, Time, Savings, and Foreign Currency Deposits (Non-Standardized Presentation), Domestic Currency"
45___V2_XDC,en,"Monetary, Nonbank Financial Institutions, Time, Savings, and Foreign Currency Deposits, Variations, Postal Savings Deposits (Non-Standardized Presentation), Domestic Currency"
45___V4_XDC,en,"Monetary, Nonbank Financial Institutions, Time, Savings, and Foreign Currency Deposits, Variations, Trust Accounts Domestic Liabilities (Non-Standardized Presentation), Domestic Currency"
40RA__XDC,en,"Monetary, Nonbank Financial Institutions, Total Assets (Non-Standardized Presentation), Domestic Currency"
47A___USD,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Capital Accounts (Non-Standardized Presentation), US Dollars"
46D___USD,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Central or General Government Deposits (Non-Standardized Presentation), US Dollars"
42A___USD,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Claims on Central or General Government (Non-Standardized Presentation), US Dollars"
42F_S_XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Claims on Other Banking or Other Financial Institutions (Non-Standardized Presentation), Domestic Currency"
42E___USD,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Claims on Other Depository Corporations (Non-Standardized Presentation), US Dollars"
42G___XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Claims on Other Financial Corporations (Non-Standardized Presentation), Domestic Currency"
42D___USD,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Claims on Private Sector (Non-Standardized Presentation), US Dollars"
42C___XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Claims on Public Nonfinancial Corporations (Non-Standardized Presentation), Domestic Currency"
42C___USD,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Claims on Public Nonfinancial Corporations (Non-Standardized Presentation), US Dollars"
42B___USD,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Claims on State and Local Government or Official Entities (Non-Standardized Presentation), US Dollars"
46G___USD,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Credit from Central Bank (Non-Standardized Presentation), US Dollars"
46H___USD,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Credit from Other Depository Corporations (Non-Standardized Presentation), US Dollars"
41____USD,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Foreign Assets (Non-Standardized Presentation), US Dollars"
46C___USD,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Foreign Liabilities (Non-Standardized Presentation), US Dollars"
47D___XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Insurance Technical Reserves (Non-Standardized Presentation), Domestic Currency"
47D___USD,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Insurance Technical Reserves (Non-Standardized Presentation), US Dollars"
46J___XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Liabilities to Nonbank Financial Institutions (Non-Standardized Presentation), Domestic Currency"
47R___USD,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Other Items (Net) (Non-Standardized Presentation), US Dollars"
42DXS_XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Policy Loans (Non-Standardized Presentation), Domestic Currency"
42H_L_XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Real Estate (Non-Standardized Presentation), Domestic Currency"
40____USD,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Reserves (Non-Standardized Presentation), US Dollars"
46B___XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Restricted Deposits (Non-Standardized Presentation), Domestic Currency"
46B___USD,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Restricted Deposits (Non-Standardized Presentation), US Dollars"
46AB_V1_XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Securities Other Than Shares, Variations of Bonds: Net Bonds (Non-Standardized Presentation), Domestic Currency"
46AA_V1_XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Securities Other Than Shares, Variations of Money Market Instruments: Credit Market Instruments (Non-Standardized Presentation), Domestic Currency"
47A__V1_XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Capital Accounts (Non-Standardized Presentation), Domestic Currency"
46D__V1_XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Central or General Government Deposits: Central Government (Non-Standardized Presentation), Domestic Currency"
46DG__XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Central or General Government Deposits: Central Government, Liabilities to Nonbank Public Financial Institutions (Non-Standardized Presentation), Domestic Currency"
42A__V1_XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Claims on Central or General Government (Non-Standardized Presentation), Domestic Currency"
42E__V1_XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Claims on Other Depository Corporations (Non-Standardized Presentation), Domestic Currency"
42C__V1_XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Claims on Public Nonfinancial Corporations (Non-Standardized Presentation), Domestic Currency"
42CG__XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Claims on Public Nonfinancial Corporations, Claims on Nonbank Public Financial Institutions (Non-Standardized Presentation), Domestic Currency"
42B__V1_XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Claims on State and Local Government or Official Entities (Non-Standardized Presentation), Domestic Currency"
42BX_V1_XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Claims on State and Local Government or Official Entities, Variations of Claims On Official Entities (Non-Standardized Presentation), Domestic Currency"
46G__V1_XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Credit from Central Bank (Non-Standardized Presentation), Domestic Currency"
46H__V1_XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Credit from Other Depository Corporations (Non-Standardized Presentation), Domestic Currency"
44___V1_XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Demand Deposits (Non-Standardized Presentation), Domestic Currency"
41___V1_XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Foreign Assets (Non-Standardized Presentation), Domestic Currency"
46C__V1_XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Foreign Liabilities (Non-Standardized Presentation), Domestic Currency"
46CL_V1_XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Foreign Liabilities: Trust Accounts External Liabilities, Variations of Long-Term Foreign Liabilities (Non-Standardized Presentation), Domestic Currency"
47D__V1_XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Insurance Technical Reserves (Non-Standardized Presentation), Domestic Currency"
47R__V1_XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Other Items (Net) (Non-Standardized Presentation), Domestic Currency"
40___V2_XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Reserves (Non-Standardized Presentation), Domestic Currency"
40C___USD,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Reserves, Claims on Central Bank: Securities (Non-Standardized Presentation), US Dollars"
40N___XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Reserves, Other Claims on Central Bank (Non-Standardized Presentation), Domestic Currency"
40N___USD,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Reserves, Other Claims on Central Bank (Non-Standardized Presentation), US Dollars"
40___V1_XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Reserves: Cash (Non-Standardized Presentation), Domestic Currency"
45___V1_XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Time, Savings, and Foreign Currency Deposits: Quasi-Monetary Liabilities (Non-Standardized Presentation), Domestic Currency"
45___V3_XDC,en,"Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Time, Savings, and Foreign Currency Deposits: Time & Savings Deposits (Non-Standardized Presentation), Domestic Currency"
FOSAAC_XDC,en,"Monetary, Other Depository Corporations Survey, Claims on Central Bank, Currency, Domestic Currency"
FOSAAC_EUR,en,"Monetary, Other Depository Corporations Survey, Claims on Central Bank, Currency, Euros"
FOSAAC_USD,en,"Monetary, Other Depository Corporations Survey, Claims on Central Bank, Currency, US Dollars"
FOSAA_XDC,en,"Monetary, Other Depository Corporations Survey, Claims on Central Bank, Domestic Currency"
FOSAA_EUR,en,"Monetary, Other Depository Corporations Survey, Claims on Central Bank, Euros"
FOSAAO_XDC,en,"Monetary, Other Depository Corporations Survey, Claims on Central Bank, Other Claims on Central Bank, Domestic Currency"
FOSAAO_EUR,en,"Monetary, Other Depository Corporations Survey, Claims on Central Bank, Other Claims on Central Bank, Euros"
FOSAAO_USD,en,"Monetary, Other Depository Corporations Survey, Claims on Central Bank, Other Claims on Central Bank, US Dollars"
FOSAAR_XDC,en,"Monetary, Other Depository Corporations Survey, Claims on Central Bank, Reserve Deposits And Securities other than Shares, Domestic Currency"
FOSAAR_EUR,en,"Monetary, Other Depository Corporations Survey, Claims on Central Bank, Reserve Deposits And Securities other than Shares, Euros"
FOSAAR_USD,en,"Monetary, Other Depository Corporations Survey, Claims on Central Bank, Reserve Deposits And Securities other than Shares, US Dollars"
FOSAA_USD,en,"Monetary, Other Depository Corporations Survey, Claims on Central Bank, US Dollars"
FOSAOF_XDC,en,"Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Claims on Other Financial Corporations, Domestic Currency"
FOSAOF_EUR,en,"Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Claims on Other Financial Corporations, Euros"
FOSAOF_USD,en,"Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Claims on Other Financial Corporations, US Dollars"
FOSAOP_XDC,en,"Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Claims on Private Sector, Domestic Currency"
